 Failed to load OAS profile
 Failed to load OAS profile
 McLogEvent	{"EventTime":"2016-10-15 00:11:14","Hostname":"_DC_.demo.dmn","Keywords":36028797018963968,"EventType":"INFO","SeverityValue":2,"Severity":"INFO","EventID":5000,"SourceName":"McLogEvent","Task":0,"RecordNumber":1755219,"ProcessID":0,"ThreadID":0,"Channel":"Application","Domain":"NT AUTHORITY","AccountName":"SYSTEM","UserID":"SYSTEM","AccountType":"User","Message":"McShield service started.\r\n Engine version : 5800.7501\r\n DAT version : 8317.0000\r\n \r\n Number of signatures in EXTRA.DAT : None\r\n Names of threats that EXTRA.DAT can detect : None","EventReceivedTime":"2016-12-17 00:27:38","SourceModuleName":"in0","SourceModuleType":"im_msvistalog"}
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/21/16 09:51:26 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/23/16 09:14:29 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/19/16 20:54:23 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/19/16 20:54:23 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/21/16 09:51:26 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/23/16 06:25:08 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/23/16 06:30:51 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/23/16 09:14:29 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\POQEXEC.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\msv1_0.dll in order to:readwritedeletechange read-only/hidden attributes|844|read,write,delete,attribute|Notice|hip.reaction.permit|False|12/17/16 07:18:22 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\tasklist.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 07:20:21 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\HOSTNAME.EXE in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 09:47:16 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\cacls.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/24/16 00:01:20 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\cmd.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/22/16 05:18:43 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\net.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 07:21:15 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\taskkill.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:11:36 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\taskkill.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:11:36 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\4\PROCEXP64.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SYSTEM\CONTROLSET\SERVICES\PROCEXP152\IMAGEPATH:create|850|Create|Notice|hip.reaction.permit|False|12/17/16 14:47:29 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/22/16 03:26:37 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/26/16 14:39:40 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/26/16 14:44:22 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/22/16 03:04:29 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/22/16 03:26:37 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/26/16 14:39:39 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\POQEXEC.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\msv1_0.dll in order to:readwritedeletechange read-only/hidden attributes|844|read,write,delete,attribute|Notice|hip.reaction.permit|False|12/17/16 07:18:50 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\tasklist.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 07:20:47 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\HOSTNAME.EXE in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 09:46:58 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\ftp.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/24/16 00:03:44 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\mmc.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:52:33 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\reg.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/24/16 00:01:55 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/21/16 05:40:44 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/21/16 05:40:39 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/19/16 22:33:07 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\2\LRE4F3D.TMP\BIN\JAVA.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE4F3D.tmp\bin\java.exe in order to:read|2803|Read|Notice|hip.reaction.permit|False|12/16/16 16:06:34 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\2\LREA307.TMP\BIN\JAVA.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREA307.tmp\bin\java.exe in order to:read|2803|Read|Notice|hip.reaction.permit|False|12/16/16 16:02:34 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\2\LREC0E3.TMP\BIN\JAVA.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LREC0E3.tmp\bin\java.exe in order to:read|2803|Read|Notice|hip.reaction.permit|False|12/16/16 15:52:13 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\POQEXEC.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\msv1_0.dll in order to:readwritedeletechange read-only/hidden attributes|844|read,write,delete,attribute|Notice|hip.reaction.permit|False|12/17/16 07:18:48 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\tasklist.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 07:20:44 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\HOSTNAME.EXE in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 09:46:59 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\HOSTNAME.EXE in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 09:46:59 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\cscript.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:31:45 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\ftp.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/24/16 00:02:59 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\net1.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/24/16 00:00:51 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\taskkill.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:14:58 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\taskkill.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:14:58 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSWOW64\CMD.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\cmd.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/16/16 15:55:06 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSWOW64\CMD.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\cmd.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/16/16 15:58:17 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSWOW64\CMD.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\cmd.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/16/16 16:02:25 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSWOW64\CMD.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\cmd.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/16/16 16:06:30 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/19/16 21:14:46 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/21/16 10:11:39 UTC||||||
